Country,TIME,Value
SWE,2011-Q2,7.8
SWE,2011-Q3,7.633333
SWE,2011-Q4,7.766667
SWE,2012-Q1,7.733333
SWE,2012-Q2,7.866667
SWE,2012-Q3,8.1
SWE,2012-Q4,8.166667
SWE,2013-Q1,8.066667
SWE,2013-Q2,8.033334
SWE,2013-Q3,8
SWE,2013-Q4,7.966667
SWE,2014-Q1,8.066667
SWE,2014-Q2,7.933333
SWE,2014-Q3,7.866667
SWE,2014-Q4,7.8
SWE,2015-Q1,7.733333
SWE,2015-Q2,7.633333
SWE,2015-Q3,7.1
SWE,2015-Q4,7.1
SWE,2016-Q1,7.133333
SWE,2016-Q2,6.866667
SWE,2016-Q3,6.866667
SWE,2016-Q4,6.9
SWE,2017-Q1,6.7
SWE,2017-Q2,6.7
SWE,2017-Q3,6.7
SWE,2017-Q4,6.6
SWE,2018-Q1,6.133333
SWE,2018-Q2,6.233333
SWE,2018-Q3,6.4
SWE,2018-Q4,6.5
SWE,2019-Q1,6.7
SWE,2019-Q2,6.4
SWE,2019-Q3,6.966667
SWE,2019-Q4,7.033333
SWE,2020-Q1,7.133333
SWE,2020-Q2,8.433333
SWE,2020-Q3,9.033334
SWE,2020-Q4,8.633333
SWE,2021-Q1,9.133333
SWE,2021-Q2,9.2
SWE,2021-Q3,8.633333
CHE,1999-Q2,3.0992
CHE,2000-Q2,2.664994
CHE,2001-Q2,2.491579
CHE,2002-Q2,2.923533
CHE,2003-Q2,4.115754
CHE,2004-Q2,4.316408
CHE,2005-Q2,4.436376
CHE,2006-Q2,4.000095
CHE,2007-Q2,3.651324
CHE,2008-Q2,3.350627
CHE,2009-Q2,4.115837
CHE,2010-Q1,5.052178
CHE,2010-Q2,4.963393
CHE,2010-Q3,4.767565
CHE,2010-Q4,4.430132
CHE,2011-Q1,4.393065
CHE,2011-Q2,4.184614
CHE,2011-Q3,4.455062
CHE,2011-Q4,4.576288
CHE,2012-Q1,4.240975
CHE,2012-Q2,4.332245
CHE,2012-Q3,4.499242
CHE,2012-Q4,4.86358
CHE,2013-Q1,4.803452
CHE,2013-Q2,4.830159
CHE,2013-Q3,4.727101
CHE,2013-Q4,4.628308
CHE,2014-Q1,4.977424
CHE,2014-Q2,4.983946
CHE,2014-Q3,4.880792
CHE,2014-Q4,4.46876
CHE,2015-Q1,4.415166
CHE,2015-Q2,4.7356
CHE,2015-Q3,4.97486
CHE,2015-Q4,5.074066
CHE,2016-Q1,4.988755
CHE,2016-Q2,4.941724
CHE,2016-Q3,4.945848
CHE,2016-Q4,4.795892
CHE,2017-Q1,4.924563
CHE,2017-Q2,4.7049
CHE,2017-Q3,4.82865
CHE,2017-Q4,4.729554
CHE,2018-Q1,4.883185
CHE,2018-Q2,4.930765
CHE,2018-Q3,4.263446
CHE,2018-Q4,4.774768
CHE,2019-Q1,4.640158
CHE,2019-Q2,4.466765
CHE,2019-Q3,4.414
CHE,2019-Q4,4.057595
CHE,2020-Q1,4.217362
CHE,2020-Q2,4.893424
CHE,2020-Q3,5.045495
CHE,2020-Q4,5.106184
CHE,2021-Q1,5.423072
CHE,2021-Q2,5.333727
CHE,2021-Q3,4.95339
TUR,2005-Q1,9.233334
TUR,2005-Q2,9.6
TUR,2005-Q3,9.5
TUR,2005-Q4,9.7
TUR,2006-Q1,9.5
TUR,2006-Q2,9.033334
TUR,2006-Q3,8.933333
TUR,2006-Q4,8.766666
TUR,2007-Q1,8.9
TUR,2007-Q2,9.2
TUR,2007-Q3,9.2
TUR,2007-Q4,9.4
TUR,2008-Q1,9.4
TUR,2008-Q2,9.333333
TUR,2008-Q3,9.966666
TUR,2008-Q4,11.36667
TUR,2009-Q1,13.1
TUR,2009-Q2,13.73333
TUR,2009-Q3,13.06667
TUR,2009-Q4,12.23333
TUR,2010-Q1,12.06667
TUR,2010-Q2,11.2
TUR,2010-Q3,10.86667
TUR,2010-Q4,10.33333
TUR,2011-Q1,9.666667
TUR,2011-Q2,9.533334
TUR,2011-Q3,8.8
TUR,2011-Q4,8.466666
TUR,2012-Q1,8.533334
TUR,2012-Q2,8.266666
TUR,2012-Q3,8.233334
TUR,2012-Q4,8.6
TUR,2013-Q1,8.866667
TUR,2013-Q2,9
TUR,2013-Q3,9.2
TUR,2013-Q4,9.133333
TUR,2014-Q1,9.4
TUR,2014-Q2,9.7
TUR,2014-Q3,10.06667
TUR,2014-Q4,10.4
TUR,2015-Q1,10.56667
TUR,2015-Q2,10.3
TUR,2015-Q3,10.13333
TUR,2015-Q4,10.26667
TUR,2016-Q1,10.16667
TUR,2016-Q2,10.36667
TUR,2016-Q3,11.26667
TUR,2016-Q4,11.73333
TUR,2017-Q1,11.93333
TUR,2017-Q2,11.23333
TUR,2017-Q3,10.46667
TUR,2017-Q4,10.1
TUR,2018-Q1,9.933333
TUR,2018-Q2,10.5
TUR,2018-Q3,11.16667
TUR,2018-Q4,12.16667
TUR,2019-Q1,13.76667
TUR,2019-Q2,13.7
TUR,2019-Q3,14
TUR,2019-Q4,13.43333
TUR,2020-Q1,13
TUR,2020-Q2,13.26667
TUR,2020-Q3,13.4
TUR,2020-Q4,12.93333
TUR,2021-Q1,12.96667
TUR,2021-Q2,12.2
TUR,2021-Q3,11.7
GBR,1983-Q1,10.8
GBR,1983-Q2,10.9
GBR,1983-Q3,10.9
GBR,1983-Q4,10.8
GBR,1984-Q1,10.8
GBR,1984-Q2,10.7
GBR,1984-Q3,10.9
GBR,1984-Q4,11.1
GBR,1985-Q1,11.2
GBR,1985-Q2,11.3
GBR,1985-Q3,11.2
GBR,1985-Q4,11.1
GBR,1986-Q1,11.1
GBR,1986-Q2,11.3
GBR,1986-Q3,11.3
GBR,1986-Q4,11.2
GBR,1987-Q1,11
GBR,1987-Q2,10.6
GBR,1987-Q3,10.1
GBR,1987-Q4,9.6
GBR,1988-Q1,9.1
GBR,1988-Q2,8.7
GBR,1988-Q3,8.3
GBR,1988-Q4,7.9
GBR,1989-Q1,7.5
GBR,1989-Q2,7.1
GBR,1989-Q3,7
GBR,1989-Q4,6.8
GBR,1990-Q1,6.8
GBR,1990-Q2,6.7
GBR,1990-Q3,6.8
GBR,1990-Q4,7.1
GBR,1991-Q1,7.7
GBR,1991-Q2,8.5
GBR,1991-Q3,9
GBR,1991-Q4,9.1
GBR,1992-Q1,9.3
GBR,1992-Q2,9.785394
GBR,1992-Q3,9.937056
GBR,1992-Q4,10.37112
GBR,1993-Q1,10.61849
GBR,1993-Q2,10.38478
GBR,1993-Q3,10.24657
GBR,1993-Q4,10.25229
GBR,1994-Q1,9.945821
GBR,1994-Q2,9.706457
GBR,1994-Q3,9.359785
GBR,1994-Q4,8.96378
GBR,1995-Q1,8.865519
GBR,1995-Q2,8.664016
GBR,1995-Q3,8.648027
GBR,1995-Q4,8.30389
GBR,1996-Q1,8.234201
GBR,1996-Q2,8.25487
GBR,1996-Q3,8.061487
GBR,1996-Q4,7.841694
GBR,1997-Q1,7.323361
GBR,1997-Q2,7.179729
GBR,1997-Q3,6.840051
GBR,1997-Q4,6.540948
GBR,1998-Q1,6.364737
GBR,1998-Q2,6.283776
GBR,1998-Q3,6.240113
GBR,1998-Q4,6.143113
GBR,1999-Q1,6.176034
GBR,1999-Q2,6.044763
GBR,1999-Q3,5.886386
GBR,1999-Q4,5.806275
GBR,2000-Q1,5.79277
GBR,2000-Q2,5.500535
GBR,2000-Q3,5.318544
GBR,2000-Q4,5.227437
GBR,2001-Q1,5.089594
GBR,2001-Q2,5.030761
GBR,2001-Q3,5.093184
GBR,2001-Q4,5.18251
GBR,2002-Q1,5.168868
GBR,2002-Q2,5.159254
GBR,2002-Q3,5.308409
GBR,2002-Q4,5.116348
GBR,2003-Q1,5.166501
GBR,2003-Q2,4.939741
GBR,2003-Q3,5.048588
GBR,2003-Q4,4.896167
GBR,2004-Q1,4.797503
GBR,2004-Q2,4.805184
GBR,2004-Q3,4.683709
GBR,2004-Q4,4.728899
GBR,2005-Q1,4.689322
GBR,2005-Q2,4.753558
GBR,2005-Q3,4.732122
GBR,2005-Q4,5.14647
GBR,2006-Q1,5.234042
GBR,2006-Q2,5.472024
GBR,2006-Q3,5.484363
GBR,2006-Q4,5.50116
GBR,2007-Q1,5.513793
GBR,2007-Q2,5.350474
GBR,2007-Q3,5.310204
GBR,2007-Q4,5.156637
GBR,2008-Q1,5.182662
GBR,2008-Q2,5.350488
GBR,2008-Q3,5.855467
GBR,2008-Q4,6.352929
GBR,2009-Q1,7.071686
GBR,2009-Q2,7.763806
GBR,2009-Q3,7.84742
GBR,2009-Q4,7.772686
GBR,2010-Q1,8.009586
GBR,2010-Q2,7.852352
GBR,2010-Q3,7.754646
GBR,2010-Q4,7.863269
GBR,2011-Q1,7.778467
GBR,2011-Q2,7.940033
GBR,2011-Q3,8.332914
GBR,2011-Q4,8.394073
GBR,2012-Q1,8.210361
GBR,2012-Q2,7.991643
GBR,2012-Q3,7.859896
GBR,2012-Q4,7.813578
GBR,2013-Q1,7.844703
GBR,2013-Q2,7.748236
GBR,2013-Q3,7.618197
GBR,2013-Q4,7.2206
GBR,2014-Q1,6.754525
GBR,2014-Q2,6.289253
GBR,2014-Q3,5.980584
GBR,2014-Q4,5.698751
GBR,2015-Q1,5.536309
GBR,2015-Q2,5.60876
GBR,2015-Q3,5.319322
GBR,2015-Q4,5.078842
GBR,2016-Q1,5.071035
GBR,2016-Q2,4.921363
GBR,2016-Q3,4.838883
GBR,2016-Q4,4.742106
GBR,2017-Q1,4.5633
GBR,2017-Q2,4.425402
GBR,2017-Q3,4.266815
GBR,2017-Q4,4.352217
GBR,2018-Q1,4.198035
GBR,2018-Q2,4.036543
GBR,2018-Q3,4.073369
GBR,2018-Q4,4.013542
GBR,2019-Q1,3.817801
GBR,2019-Q2,3.892838
GBR,2019-Q3,3.833198
GBR,2019-Q4,3.768513
GBR,2020-Q1,3.996721
GBR,2020-Q2,4.137189
GBR,2020-Q3,4.84807
GBR,2020-Q4,5.219832
GBR,2021-Q1,4.885616
GBR,2021-Q2,4.723915
GBR,2021-Q3,4.263134
USA,1955-Q1,4.733333
USA,1955-Q2,4.4
USA,1955-Q3,4.1
USA,1955-Q4,4.233333
USA,1956-Q1,4.033333
USA,1956-Q2,4.2
USA,1956-Q3,4.133333
USA,1956-Q4,4.133333
USA,1957-Q1,3.933333
USA,1957-Q2,4.1
USA,1957-Q3,4.233333
USA,1957-Q4,4.933333
USA,1958-Q1,6.3
USA,1958-Q2,7.366667
USA,1958-Q3,7.333333
USA,1958-Q4,6.366667
USA,1959-Q1,5.833333
USA,1959-Q2,5.1
USA,1959-Q3,5.266667
USA,1959-Q4,5.6
USA,1960-Q1,5.133333
USA,1960-Q2,5.233333
USA,1960-Q3,5.533333
USA,1960-Q4,6.266667
USA,1961-Q1,6.8
USA,1961-Q2,7
USA,1961-Q3,6.766667
USA,1961-Q4,6.2
USA,1962-Q1,5.633333
USA,1962-Q2,5.533333
USA,1962-Q3,5.566667
USA,1962-Q4,5.533333
USA,1963-Q1,5.766667
USA,1963-Q2,5.733333
USA,1963-Q3,5.5
USA,1963-Q4,5.566667
USA,1964-Q1,5.466667
USA,1964-Q2,5.2
USA,1964-Q3,5
USA,1964-Q4,4.966667
USA,1965-Q1,4.9
USA,1965-Q2,4.666667
USA,1965-Q3,4.366667
USA,1965-Q4,4.1
USA,1966-Q1,3.866667
USA,1966-Q2,3.833333
USA,1966-Q3,3.766667
USA,1966-Q4,3.7
USA,1967-Q1,3.833333
USA,1967-Q2,3.833333
USA,1967-Q3,3.8
USA,1967-Q4,3.9
USA,1968-Q1,3.733333
USA,1968-Q2,3.566667
USA,1968-Q3,3.533333
USA,1968-Q4,3.4
USA,1969-Q1,3.4
USA,1969-Q2,3.433333
USA,1969-Q3,3.566667
USA,1969-Q4,3.566667
USA,1970-Q1,4.166667
USA,1970-Q2,4.766667
USA,1970-Q3,5.166667
USA,1970-Q4,5.833333
USA,1971-Q1,5.933333
USA,1971-Q2,5.9
USA,1971-Q3,6.033333
USA,1971-Q4,5.933333
USA,1972-Q1,5.766667
USA,1972-Q2,5.7
USA,1972-Q3,5.566667
USA,1972-Q4,5.366667
USA,1973-Q1,4.933333
USA,1973-Q2,4.933333
USA,1973-Q3,4.8
USA,1973-Q4,4.766667
USA,1974-Q1,5.133333
USA,1974-Q2,5.2
USA,1974-Q3,5.633333
USA,1974-Q4,6.6
USA,1975-Q1,8.266666
USA,1975-Q2,8.866667
USA,1975-Q3,8.466666
USA,1975-Q4,8.3
USA,1976-Q1,7.733333
USA,1976-Q2,7.566667
USA,1976-Q3,7.733333
USA,1976-Q4,7.766667
USA,1977-Q1,7.5
USA,1977-Q2,7.133333
USA,1977-Q3,6.9
USA,1977-Q4,6.666667
USA,1978-Q1,6.333333
USA,1978-Q2,6
USA,1978-Q3,6.033333
USA,1978-Q4,5.9
USA,1979-Q1,5.866667
USA,1979-Q2,5.7
USA,1979-Q3,5.866667
USA,1979-Q4,5.966667
USA,1980-Q1,6.3
USA,1980-Q2,7.333333
USA,1980-Q3,7.666667
USA,1980-Q4,7.4
USA,1981-Q1,7.433333
USA,1981-Q2,7.4
USA,1981-Q3,7.4
USA,1981-Q4,8.233334
USA,1982-Q1,8.833333
USA,1982-Q2,9.433333
USA,1982-Q3,9.9
USA,1982-Q4,10.66667
USA,1983-Q1,10.36667
USA,1983-Q2,10.13333
USA,1983-Q3,9.366667
USA,1983-Q4,8.533334
USA,1984-Q1,7.866667
USA,1984-Q2,7.433333
USA,1984-Q3,7.433333
USA,1984-Q4,7.3
USA,1985-Q1,7.233333
USA,1985-Q2,7.3
USA,1985-Q3,7.2
USA,1985-Q4,7.033333
USA,1986-Q1,7.033333
USA,1986-Q2,7.166667
USA,1986-Q3,6.966667
USA,1986-Q4,6.833333
USA,1987-Q1,6.6
USA,1987-Q2,6.266667
USA,1987-Q3,6
USA,1987-Q4,5.833333
USA,1988-Q1,5.7
USA,1988-Q2,5.466667
USA,1988-Q3,5.466667
USA,1988-Q4,5.333333
USA,1989-Q1,5.2
USA,1989-Q2,5.233333
USA,1989-Q3,5.233333
USA,1989-Q4,5.366667
USA,1990-Q1,5.3
USA,1990-Q2,5.333333
USA,1990-Q3,5.7
USA,1990-Q4,6.133333
USA,1991-Q1,6.6
USA,1991-Q2,6.833333
USA,1991-Q3,6.866667
USA,1991-Q4,7.1
USA,1992-Q1,7.366667
USA,1992-Q2,7.6
USA,1992-Q3,7.633333
USA,1992-Q4,7.366667
USA,1993-Q1,7.133333
USA,1993-Q2,7.066667
USA,1993-Q3,6.8
USA,1993-Q4,6.633333
USA,1994-Q1,6.566667
USA,1994-Q2,6.2
USA,1994-Q3,6
USA,1994-Q4,5.633333
USA,1995-Q1,5.466667
USA,1995-Q2,5.666667
USA,1995-Q3,5.666667
USA,1995-Q4,5.566667
USA,1996-Q1,5.533333
USA,1996-Q2,5.5
USA,1996-Q3,5.266667
USA,1996-Q4,5.333333
USA,1997-Q1,5.233333
USA,1997-Q2,5
USA,1997-Q3,4.866667
USA,1997-Q4,4.666667
USA,1998-Q1,4.633333
USA,1998-Q2,4.4
USA,1998-Q3,4.533333
USA,1998-Q4,4.433333
USA,1999-Q1,4.3
USA,1999-Q2,4.266667
USA,1999-Q3,4.233333
USA,1999-Q4,4.066667
USA,2000-Q1,4.033333
USA,2000-Q2,3.933333
USA,2000-Q3,4
USA,2000-Q4,3.9
USA,2001-Q1,4.233333
USA,2001-Q2,4.4
USA,2001-Q3,4.833333
USA,2001-Q4,5.5
USA,2002-Q1,5.7
USA,2002-Q2,5.833333
USA,2002-Q3,5.733333
USA,2002-Q4,5.866667
USA,2003-Q1,5.866667
USA,2003-Q2,6.133333
USA,2003-Q3,6.133333
USA,2003-Q4,5.833333
USA,2004-Q1,5.7
USA,2004-Q2,5.6
USA,2004-Q3,5.433333
USA,2004-Q4,5.433333
USA,2005-Q1,5.3
USA,2005-Q2,5.1
USA,2005-Q3,4.966667
USA,2005-Q4,4.966667
USA,2006-Q1,4.733333
USA,2006-Q2,4.633333
USA,2006-Q3,4.633333
USA,2006-Q4,4.433333
USA,2007-Q1,4.5
USA,2007-Q2,4.5
USA,2007-Q3,4.666667
USA,2007-Q4,4.8
USA,2008-Q1,5
USA,2008-Q2,5.333333
USA,2008-Q3,6
USA,2008-Q4,6.866667
USA,2009-Q1,8.266666
USA,2009-Q2,9.3
USA,2009-Q3,9.633333
USA,2009-Q4,9.933333
USA,2010-Q1,9.833333
USA,2010-Q2,9.633333
USA,2010-Q3,9.466666
USA,2010-Q4,9.5
USA,2011-Q1,9.033334
USA,2011-Q2,9.066667
USA,2011-Q3,9
USA,2011-Q4,8.633333
USA,2012-Q1,8.266666
USA,2012-Q2,8.2
USA,2012-Q3,8.033334
USA,2012-Q4,7.8
USA,2013-Q1,7.733333
USA,2013-Q2,7.533333
USA,2013-Q3,7.233333
USA,2013-Q4,6.933333
USA,2014-Q1,6.666667
USA,2014-Q2,6.2
USA,2014-Q3,6.066667
USA,2014-Q4,5.7
USA,2015-Q1,5.533333
USA,2015-Q2,5.433333
USA,2015-Q3,5.1
USA,2015-Q4,5.033333
USA,2016-Q1,4.9
USA,2016-Q2,4.933333
USA,2016-Q3,4.9
USA,2016-Q4,4.766667
USA,2017-Q1,4.566667
USA,2017-Q2,4.366667
USA,2017-Q3,4.333333
USA,2017-Q4,4.166667
USA,2018-Q1,4.033333
USA,2018-Q2,3.933333
USA,2018-Q3,3.766667
USA,2018-Q4,3.833333
USA,2019-Q1,3.866667
USA,2019-Q2,3.6
USA,2019-Q3,3.633333
USA,2019-Q4,3.6
USA,2020-Q1,3.8
USA,2020-Q2,12.96667
USA,2020-Q3,8.833333
USA,2020-Q4,6.766667
USA,2021-Q1,6.2
USA,2021-Q2,5.9
USA,2021-Q3,5.1
USA,2021-Q4,4.233333
CHL,1986-Q1,13.88255
CHL,1986-Q2,12.01429
CHL,1986-Q3,11.30916
CHL,1986-Q4,11.23245
CHL,1987-Q1,11.05708
CHL,1987-Q2,11.40123
CHL,1987-Q3,10.89223
CHL,1987-Q4,10.36095
CHL,1988-Q1,10.4595
CHL,1988-Q2,10.28197
CHL,1988-Q3,9.651333
CHL,1988-Q4,8.603733
CHL,1989-Q1,8.19836
CHL,1989-Q2,8.217957
CHL,1989-Q3,7.524143
CHL,1989-Q4,7.69042
CHL,1990-Q1,7.397988
CHL,1990-Q2,7.894515
CHL,1990-Q3,7.719609
CHL,1990-Q4,8.042387
CHL,1991-Q1,8.289874
CHL,1991-Q2,8.029744
CHL,1991-Q3,8.649255
CHL,1991-Q4,7.65949
CHL,1992-Q1,7.061621
CHL,1992-Q2,6.376595
CHL,1992-Q3,6.573529
CHL,1992-Q4,6.66825
CHL,1993-Q1,6.575933
CHL,1993-Q2,6.235699
CHL,1993-Q3,6.483916
CHL,1993-Q4,6.910309
CHL,1994-Q1,7.333611
CHL,1994-Q2,7.66787
CHL,1994-Q3,7.898864
CHL,1994-Q4,8.380219
CHL,1995-Q1,7.664877
CHL,1995-Q2,7.411542
CHL,1995-Q3,7.054665
CHL,1995-Q4,7.102931
CHL,1996-Q1,6.85685
CHL,1996-Q2,6.294405
CHL,1996-Q3,6.274795
CHL,1996-Q4,5.872015
CHL,1997-Q1,6.11636
CHL,1997-Q2,6.319006
CHL,1997-Q3,6.216988
CHL,1997-Q4,5.821708
CHL,1998-Q1,5.53517
CHL,1998-Q2,5.836736
CHL,1998-Q3,6.327039
CHL,1998-Q4,7.955906
CHL,1999-Q1,8.821516
CHL,1999-Q2,10.6435
CHL,1999-Q3,10.96147
CHL,1999-Q4,10.15865
CHL,2000-Q1,9.020913
CHL,2000-Q2,9.397257
CHL,2000-Q3,10.52533
CHL,2000-Q4,9.723528
CHL,2001-Q1,9.948421
CHL,2001-Q2,9.887659
CHL,2001-Q3,10.1098
CHL,2001-Q4,9.462181
CHL,2002-Q1,10.01799
CHL,2002-Q2,9.788293
CHL,2002-Q3,9.880987
CHL,2002-Q4,9.526169
CHL,2003-Q1,9.57757
CHL,2003-Q2,9.584175
CHL,2003-Q3,9.725615
CHL,2003-Q4,9.274295
CHL,2004-Q1,9.529534
CHL,2004-Q2,10.38567
CHL,2004-Q3,10.40457
CHL,2004-Q4,9.734963
CHL,2005-Q1,9.368076
CHL,2005-Q2,9.604092
CHL,2005-Q3,9.260046
CHL,2005-Q4,8.713769
CHL,2006-Q1,8.593129
CHL,2006-Q2,8.513634
CHL,2006-Q3,7.497054
CHL,2006-Q4,6.593922
CHL,2007-Q1,6.885428
CHL,2007-Q2,6.522396
CHL,2007-Q3,7.294798
CHL,2007-Q4,7.857054
CHL,2008-Q1,7.67607
CHL,2008-Q2,7.980702
CHL,2008-Q3,7.395148
CHL,2008-Q4,8.142728
CHL,2009-Q1,9.369493
CHL,2009-Q2,10.24824
CHL,2009-Q3,9.782912
CHL,2009-Q4,9.364198
CHL,2010-Q1,9.353514
CHL,2010-Q2,8.284659
CHL,2010-Q3,7.787648
CHL,2010-Q4,7.803826
CHL,2011-Q1,7.612994
CHL,2011-Q2,6.913399
CHL,2011-Q3,7.331061
CHL,2011-Q4,7.355659
CHL,2012-Q1,6.822523
CHL,2012-Q2,6.508182
CHL,2012-Q3,6.348054
CHL,2012-Q4,6.711064
CHL,2013-Q1,6.446647
CHL,2013-Q2,6.005097
CHL,2013-Q3,5.652533
CHL,2013-Q4,6.227035
CHL,2014-Q1,6.524368
CHL,2014-Q2,6.248184
CHL,2014-Q3,6.530055
CHL,2014-Q4,6.68902
CHL,2015-Q1,6.241911
CHL,2015-Q2,6.406091
CHL,2015-Q3,6.334608
CHL,2015-Q4,6.338507
CHL,2016-Q1,6.504554
CHL,2016-Q2,6.734394
CHL,2016-Q3,6.816772
CHL,2016-Q4,6.691419
CHL,2017-Q1,7.038703
CHL,2017-Q2,7.017923
CHL,2017-Q3,6.782763
CHL,2017-Q4,7.020286
CHL,2018-Q1,7.350321
CHL,2018-Q2,7.224823
CHL,2018-Q3,7.259307
CHL,2018-Q4,7.692106
CHL,2019-Q1,7.214833
CHL,2019-Q2,6.9692
CHL,2019-Q3,7.133984
CHL,2019-Q4,7.602055
CHL,2020-Q1,8.198626
CHL,2020-Q2,11.76426
CHL,2020-Q3,12.0076
CHL,2020-Q4,11.06401
CHL,2021-Q1,10.38955
CHL,2021-Q2,9.150298
CHL,2021-Q3,8.183308
EST,1997-Q1,10.2
EST,1997-Q2,9.7
EST,1997-Q3,9.5
EST,1997-Q4,9.2
EST,1998-Q1,9.2
EST,1998-Q2,9.1
EST,1998-Q3,9.1
EST,1998-Q4,9.3
EST,1999-Q1,10.1
EST,1999-Q2,11.1
EST,1999-Q3,11.8
EST,1999-Q4,12.4
EST,2000-Q1,14.36667
EST,2000-Q2,14.13333
EST,2000-Q3,14.13333
EST,2000-Q4,14.26667
EST,2001-Q1,14.1
EST,2001-Q2,13.56667
EST,2001-Q3,12.8
EST,2001-Q4,11.66667
EST,2002-Q1,11.46667
EST,2002-Q2,10.8
EST,2002-Q3,11.3
EST,2002-Q4,11.73333
EST,2003-Q1,11.23333
EST,2003-Q2,10.96667
EST,2003-Q3,9.9
EST,2003-Q4,9.7
EST,2004-Q1,10.1
EST,2004-Q2,9.733334
EST,2004-Q3,10.2
EST,2004-Q4,9.766666
EST,2005-Q1,9.033334
EST,2005-Q2,8.066667
EST,2005-Q3,7.7
EST,2005-Q4,7.2
EST,2006-Q1,6.366667
EST,2006-Q2,6.2
EST,2006-Q3,5.8
EST,2006-Q4,5.433333
EST,2007-Q1,5
EST,2007-Q2,4.833333
EST,2007-Q3,4.1
EST,2007-Q4,4.033333
EST,2008-Q1,4.333333
EST,2008-Q2,4.2
EST,2008-Q3,6.1
EST,2008-Q4,7.933333
EST,2009-Q1,10.86667
EST,2009-Q2,12.7
EST,2009-Q3,14.63333
EST,2009-Q4,16.06667
EST,2010-Q1,18.23333
EST,2010-Q2,17.63333
EST,2010-Q3,15.73333
EST,2010-Q4,14.4
EST,2011-Q1,13.86667
EST,2011-Q2,12.7
EST,2011-Q3,11.33333
EST,2011-Q4,11.36667
EST,2012-Q1,10.8
EST,2012-Q2,9.8
EST,2012-Q3,9.6
EST,2012-Q4,9.366667
EST,2013-Q1,9.333333
EST,2013-Q2,7.833333
EST,2013-Q3,8.033334
EST,2013-Q4,8.766666
EST,2014-Q1,8.166667
EST,2014-Q2,7.066667
EST,2014-Q3,7.433333
EST,2014-Q4,6.666667
EST,2015-Q1,6.4
EST,2015-Q2,6.3
EST,2015-Q3,5.466667
EST,2015-Q4,6.433333
EST,2016-Q1,6.366667
EST,2016-Q2,6.366667
EST,2016-Q3,7.233333
EST,2016-Q4,6.833333
EST,2017-Q1,5.5
EST,2017-Q2,6.366667
EST,2017-Q3,5.666667
EST,2017-Q4,5.5
EST,2018-Q1,6.6
EST,2018-Q2,5.233333
EST,2018-Q3,5.466667
EST,2018-Q4,4.766667
EST,2019-Q1,4.366667
EST,2019-Q2,4.7
EST,2019-Q3,4.433333
EST,2019-Q4,4.6
EST,2020-Q1,4.866667
EST,2020-Q2,6.866667
EST,2020-Q3,7.966667
EST,2020-Q4,7.366667
EST,2021-Q1,6.833333
EST,2021-Q2,6.5
EST,2021-Q3,5.966667
ISR,1995-Q1,7.228455
ISR,1995-Q2,6.569006
ISR,1995-Q3,6.703467
ISR,1995-Q4,6.825059
ISR,1996-Q1,6.495702
ISR,1996-Q2,6.313071
ISR,1996-Q3,6.654221
ISR,1996-Q4,7.070201
ISR,1997-Q1,7.222445
ISR,1997-Q2,7.664562
ISR,1997-Q3,7.954044
ISR,1997-Q4,8.72161
ISR,1998-Q1,8.72161
ISR,1998-Q2,9.085989
ISR,1998-Q3,8.202369
ISR,1998-Q4,8.051729
ISR,1999-Q1,8.646311
ISR,1999-Q2,8.978733
ISR,1999-Q3,8.850125
ISR,1999-Q4,8.731811
ISR,2000-Q1,8.583014
ISR,2000-Q2,8.730902
ISR,2000-Q3,8.886909
ISR,2000-Q4,8.840213
ISR,2001-Q1,8.610055
ISR,2001-Q2,8.88157
ISR,2001-Q3,9.51546
ISR,2001-Q4,10.1992
ISR,2002-Q1,10.36528
ISR,2002-Q2,10.33716
ISR,2002-Q3,10.27996
ISR,2002-Q4,10.14563
ISR,2003-Q1,10.65303
ISR,2003-Q2,10.32521
ISR,2003-Q3,10.82036
ISR,2003-Q4,10.8832
ISR,2004-Q1,10.9159
ISR,2004-Q2,10.44074
ISR,2004-Q3,10.12025
ISR,2004-Q4,9.746686
ISR,2005-Q1,9.399911
ISR,2005-Q2,9.02829
ISR,2005-Q3,8.807969
ISR,2005-Q4,8.952209
ISR,2006-Q1,8.693213
ISR,2006-Q2,8.640979
ISR,2006-Q3,8.334103
ISR,2006-Q4,7.822766
ISR,2007-Q1,7.663089
ISR,2007-Q2,7.552183
ISR,2007-Q3,7.181745
ISR,2007-Q4,6.713046
ISR,2008-Q1,6.197748
ISR,2008-Q2,5.995101
ISR,2008-Q3,5.965548
ISR,2008-Q4,6.399819
ISR,2009-Q1,7.469288
ISR,2009-Q2,7.922165
ISR,2009-Q3,7.67085
ISR,2009-Q4,7.204072
ISR,2010-Q1,6.863624
ISR,2010-Q2,6.548932
ISR,2010-Q3,6.644068
ISR,2010-Q4,6.461596
ISR,2011-Q1,5.953878
ISR,2011-Q2,5.463726
ISR,2011-Q3,5.6
ISR,2011-Q4,5.4
ISR,2012-Q1,7.130347
ISR,2012-Q2,6.862273
ISR,2012-Q3,6.672993
ISR,2012-Q4,6.829569
ISR,2013-Q1,6.716982
ISR,2013-Q2,6.521566
ISR,2013-Q3,5.901711
ISR,2013-Q4,5.742892
ISR,2014-Q1,5.789586
ISR,2014-Q2,5.953187
ISR,2014-Q3,6.102435
ISR,2014-Q4,5.670854
