Rank;Tier;Username;Join Date;Gold Medals;Silver Medals;Bronze Medals;Points
2847;expert;Soumya Srivastava;2020;0;0;5;16
2848;expert;Syphax;2020;0;0;5;16
2849;expert;Prathamesh Bhalekar;2020;0;0;5;16
2850;expert;Srinjoy Bhuiya;2020;0;0;5;16
2851;expert;iamSam5;2020;0;0;6;16
2852;expert;Barýþ Hasdemir;2020;0;0;5;16
2853;expert;Aditya Naresh;2021;0;0;5;16
2854;expert;Anil Thomas;2011;0;1;4;15
2855;expert;JMT5802;2012;1;3;3;15
2856;expert;David Thaler;2013;1;2;6;15
2857;expert;Mycroft Holmes;2015;0;1;4;15
2858;expert;Gowri Shankar;2016;0;1;7;15
2859;expert;den3b;2017;1;4;3;15
2860;expert;Abigail Larion;2017;1;2;3;15
2861;expert;Pushkar Sheth;2018;0;2;3;15
2862;expert;Vidhya;2018;0;0;6;15
2863;expert;Jesús Martín de la Sierra;2018;0;1;5;15
2864;expert;Tara Boyle;2018;0;1;4;15
2865;expert;Aadarsh Singh;2018;0;0;5;15
2866;expert;Deepak N;2018;0;1;4;15
2867;expert;Jake;2019;1;0;4;15
2868;expert;Enes Polat;2019;0;0;5;15
2869;expert;Harsh;2019;0;0;5;15
2870;expert;Mukut Khandelwal;2019;0;0;5;15
2871;expert;Arpan Mishra;2019;0;0;6;15
2872;expert;Aditya Oke;2019;0;0;5;15
2873;expert;Kaustubh Pathak;2019;0;0;5;15
2874;expert;Sainath Krothapalli;2019;0;0;5;15
2875;expert;Ashwath Balaji;2020;0;0;6;15
2876;expert;Aditya;2020;0;0;5;15
2877;expert;Viswanadth Bolla;2020;0;0;6;15
2878;expert;Mahmood Hoseini;2020;0;0;5;15
2879;expert;Mustafa Bozkurt;2020;0;0;6;15
2880;expert;Pinaki MIshra;2020;0;0;5;15
2881;expert;Rohit Gupta;2020;0;0;5;15
2882;expert;Krishanu Adhikary;2021;0;0;5;15
2883;expert;Aleksey Nozdryn-Plotnicki;2011;0;2;3;14
2884;expert;mlandry;2012;1;2;9;14
2885;expert;Paritosh Gupta;2015;0;0;5;14
2886;expert;Claudio Giorgio Giancaterino;2016;0;0;5;14
2887;expert;Nonserial;2016;0;0;5;14
2888;expert;RobertoR;2017;2;3;7;14
2889;expert;Aswathi KV;2017;0;0;5;14
2890;expert;osbornep;2017;0;1;4;14
2891;expert;Rui Quintino;2017;1;0;4;14
2892;expert;Himanshu Chaudhary;2018;1;1;3;14
2893;expert;Nasir Islam Sujan;2018;0;1;5;14
2894;expert;Sachin Chaturvedi;2018;0;0;5;14
2895;expert;Shikha Agrawal;2018;0;0;5;14
2896;expert;Stefano Nocco;2019;0;1;5;14
2897;expert;Muhammad Tahir;2019;0;1;7;14
2898;expert;MoezAbid;2019;0;0;5;14
2899;expert;Po Ping;2019;0;0;5;14
2900;expert;Ýsmail Sefa Akdeniz;2019;0;0;6;14
2901;expert;Nitin Chauhan;2019;0;0;5;14
2902;expert;Shashank Gupta;2019;0;0;5;14
2903;expert;kmatsuyama;2020;0;0;5;14
2904;expert;voona sanjana;2020;0;0;6;14
2905;expert;Michael Li;2020;0;0;6;14
2906;expert;Arpit falcon;2020;0;0;5;14
2907;expert;waikiki;2020;0;0;6;14
2908;expert;tks;2011;0;4;6;13
2909;expert;silverstone;2015;0;2;5;13
2910;expert;Amit Kumar Jaiswal;2016;0;0;6;13
2911;expert;Aditya Vyas;2017;0;1;5;13
2912;expert;Saman Masarat;2017;0;2;3;13
2913;expert;Sandeep Kumar;2017;0;1;4;13
2914;expert;Ryoji Nomura;2017;1;0;4;13
2915;expert;Daniel Möller;2017;0;1;5;13
2916;expert;Virksaab;2018;0;0;5;13
2917;expert;Vadim Shestopalov;2018;0;1;4;13
2918;expert;Gleb Levitskiy;2018;0;0;6;13
2919;expert;Minyong Shin;2018;0;0;5;13
2920;expert;Srihari Pramod;2019;0;0;5;13
2921;expert;Kushagr Nagpal;2019;0;0;5;13
2922;expert;omegaji;2019;0;0;5;13
2923;expert;Efrad Galio;2019;0;0;5;13
2924;expert;Stanislav Jirák;2019;0;1;3;13
2925;expert;Yash Naik;2020;0;0;6;13
2926;expert;Simo333;2020;0;0;5;13
2927;expert;Lucas Alvarenga;2020;0;0;5;13
2928;expert;Gayatri GS;2020;0;0;5;13
2929;expert;DDgg;2012;0;1;7;12
2930;expert;Ben Gorman;2013;0;2;3;12
2931;expert;Vadim Borisov;2014;0;3;5;12
2932;expert;Jihye Sofia Seo;2016;0;0;5;12
2933;expert;Sahil Tyagi;2017;0;1;5;12
2934;expert;Prashanth Thangavel;2017;0;1;5;12
2935;expert;Karthik Chowdary Tsaliki;2017;0;0;6;12
2936;expert;Ravikanth;2017;0;0;5;12
2937;expert;Mykhailo Nedodai;2018;0;0;6;12
2938;expert;Tapioca;2018;0;2;3;12
2939;expert;Jim Sullivan;2018;1;0;5;12
2940;expert;Cihan Yatbaz;2019;0;0;5;12
2941;expert;Bhaskar Kumar Das;2019;0;0;5;12
2942;expert;Amaan;2019;0;0;6;12
2943;expert;Jang;2019;0;1;5;12
2944;expert;Varun Yadav;2019;0;0;6;12
2945;expert;Swinal Meshram;2019;0;0;6;12
2946;expert;Juhi Badiyani;2020;0;0;5;12
2947;expert;Sumit Tak;2020;0;0;5;12
2948;expert;Arunsankar Kumarakurubaran;2014;0;1;8;11
2949;expert;Eryk Walczak;2015;1;1;4;11
2950;expert;Enrique Pérez Herrero;2015;1;0;6;11
2951;expert;ShubhankarMohan;2016;0;0;5;11
2952;expert;ievgen;2016;0;2;5;11
2953;expert;SIDHARTH;2017;0;0;6;11
2954;expert;armamut;2017;0;3;2;11
2955;expert;Pavel Govoruha;2017;0;0;6;11
2956;expert;InfiniteWing;2017;0;2;5;11
2957;expert;Vinayak Sharma;2018;0;2;3;11
2958;expert;hatunina;2018;0;1;4;11
2959;expert;Graeme Keleher;2018;0;0;8;11
2960;expert;rednivrug;2018;0;2;3;11
2961;expert;Dilip Kumar;2018;0;1;4;11
2962;expert;Saurabh;2018;0;0;5;11
2963;expert;Piyush Rastogi;2018;0;1;5;11
2964;expert;RodH;2019;0;0;6;11
2965;expert;Amulya;2020;0;0;5;11
2966;expert;Animesh Nareda;2020;0;0;6;11
2967;expert;Ritik Dua;2020;0;0;5;11
2968;expert;Darragh;2014;1;2;6;10
2969;expert;dmi3kno;2016;2;2;9;10
2970;expert;Marcel Spitzer;2016;1;1;4;10
2971;expert;BingQing Wei;2016;1;2;3;10
2972;expert;gopisaran;2016;1;0;4;10
2973;expert;Somin Wadhwa;2017;0;1;8;10
2974;expert;VivekMangipudi;2017;0;2;14;10
2975;expert;hklee;2017;0;3;3;10
2976;expert;HaimFeldman;2017;0;1;7;10
2977;expert;Kueipo;2017;2;1;4;10
2978;expert;Loic Merckel;2017;0;1;8;10
2979;expert;Submarineering;2018;1;2;4;10
2980;expert;Gunther;2018;0;1;6;10
2981;expert;interneuron;2018;0;0;6;10
2982;expert;Sandeep Pattanayak;2019;0;0;5;10
2983;expert;Lorenzo De Tomasi;2019;0;0;5;10
2984;expert;Rohan Aggarwal;2019;0;0;5;10
2985;expert;Gautham Pughazhendhi;2019;0;0;5;10
2986;expert;Rahul Anand;2019;0;0;5;10
2987;expert;Sagar Bhardwaj;2020;0;0;5;10
2988;expert;AVIRAL;2020;0;0;5;10
2989;expert;shivyshiv;2020;0;0;5;10
2990;expert;Triskelion;2014;1;5;6;9
2991;expert;Vamsi Krishna;2015;0;2;3;9
2992;expert;Teza;2015;0;2;5;9
2993;expert;BenjaminLott;2016;0;2;15;9
2994;expert;RanLiu;2016;0;1;4;9
2995;expert;s3nh;2017;0;3;8;9
2996;expert;AmberThomas;2017;0;3;2;9
2997;expert;Eric Vos;2017;0;1;5;9
2998;expert;Tom Stewart;2017;0;1;4;9
2999;expert;Jofen;2017;0;0;5;9
3000;expert;Ladle Patel;2018;0;0;5;9
3001;expert;Siddharth Jain;2019;0;0;5;9
3002;expert;AnuragNegi;2019;0;0;5;9
3003;expert;Vijay Gupta;2020;0;0;5;9
3004;expert;sanket meshram;2020;0;0;6;9
3005;expert;Jigyashu Suraj;2020;0;0;5;9
3006;expert;Sharmistha Ghosh;2020;0;0;5;9
3007;expert;Arseny Kravchenko;2014;0;3;2;8
3008;expert;Justfor;2015;0;4;2;8
3009;expert;mtodisco10;2016;0;0;5;8
3010;expert;Sang-eon Park;2017;0;1;6;8
3011;expert;James Tollefson;2017;0;2;4;8
3012;expert;Newmenji Jose Patris;2017;0;0;7;8
3013;expert;Yohan;2017;0;1;7;8
3014;expert;Matthew Anderson;2017;0;2;5;8
3015;expert;Michael Johnson;2018;0;0;6;8
3016;expert;Vijay Bhati;2018;0;0;7;8
3017;expert;akshita;2018;0;0;6;8
3018;expert;msjgriffiths;2012;1;2;6;7
3019;expert;Swaroop Kallakuri;2014;0;0;7;7
3020;expert;lewis;2015;0;4;5;7
3021;expert;Shikhar;2015;0;1;4;7
3022;expert;Bionic;2016;0;0;8;7
3023;expert;Laurae;2016;0;4;6;7
3024;expert;YuYangLiu;2016;0;2;3;7
3025;expert;SathviSiva;2017;0;0;6;7
3026;expert;richarde;2017;0;0;5;7
3027;expert;Ritesh Saluja;2017;0;0;5;7
3028;expert;Jason Duncan-Wilson;2018;0;1;4;7
3029;expert;Uddeshya Singh;2018;0;0;5;7
3030;expert;Alexander Butakov;2019;0;0;5;7
3031;expert;Adarsh Agrawal;2020;0;0;5;7
3032;expert;Shaik Mohammad Nazeer;2020;0;0;5;7
3033;expert;Lem Ko;2012;0;0;6;6
3034;expert;ironbar;2015;0;1;4;6
3035;expert;Jared Turkewitz;2015;1;1;3;6
3036;expert;danieleewww;2016;0;0;5;6
3037;expert;ArjoonnSharma;2016;0;1;5;6
3038;expert;MuhammedBuyukkinaci;2016;0;0;6;6
3039;expert;Øystein Schønning-Johansen;2016;0;2;6;6
3040;expert;Ed King;2017;0;0;5;6
3041;expert;Frédéric Kosmowski;2017;0;1;4;6
3042;expert;jmbull;2017;0;1;5;6
3043;expert;Nishant;2017;0;2;3;6
3044;expert;wolfgang;2018;0;0;7;6
3045;expert;SAN;2018;0;0;6;6
3046;expert;Ethan Sukhyun Hong;2018;0;0;7;6
3047;expert;Rupesh Sreeraman;2018;0;0;5;6
3048;expert;Bluefool;2011;0;1;9;5
3049;expert;Willie Liao;2012;0;2;8;5
3050;expert;clustifier;2013;0;2;4;5
3051;expert;MrOoijer;2013;0;1;5;5
3052;expert;remidi;2016;0;1;4;5
3053;expert;E-M-A-D;2016;0;0;5;5
3054;expert;Max Philipp;2017;0;0;9;5
3055;expert;Anurag Sharma;2017;0;0;5;5
3056;expert;Ee Kin Chin;2018;0;0;6;5
3057;expert;Akhilesh Rai;2018;0;0;5;5
3058;expert;Pratik Mirani;2018;0;0;5;5
3059;expert;Simran Sinha;2019;0;0;5;5
3060;expert;Subhajit Mandal;2013;0;1;4;4
3061;expert;amaia;2013;0;2;6;4
3062;expert;Alexandre Barachant;2014;1;2;2;4
3063;expert;JeffH;2014;0;2;11;4
3064;expert;DeBut_Kele;2015;0;1;5;4
3065;expert;Nick Sarris;2015;0;2;3;4
3066;expert;ShashankBhushan;2016;0;0;6;4
3067;expert;Ronald Troncoso;2017;0;1;4;4
3068;expert;Ujjwal;2017;0;0;5;4
3069;expert;Nishank Magoo;2018;0;0;5;4
3070;expert;Mehdi;2018;0;0;5;4
3071;expert;Jay Talati;2018;0;0;5;4
3072;expert;MuP62;2019;0;1;4;4
3073;expert;Shabbir;2019;0;0;6;4
3074;expert;Marcin P?kalski;2011;0;0;5;3
3075;expert;NxGTR;2015;0;0;6;3
3076;expert;shubh24;2015;0;0;9;3
3077;expert;Kate;2016;0;0;4;3
3078;expert;Kostya Bahshetsyan;2017;0;0;4;3
3079;expert;SchoolPal;2017;0;1;5;3
3080;expert;Mubashir M;2018;0;0;5;3
3081;expert;Soumitra Agarwal;2015;0;0;8;2
3082;expert;Ronin;2016;0;0;6;2
3083;expert;David Chudzicki;2011;0;0;7;1
3084;expert;wacax;2012;0;0;5;1
3085;expert;Ben Watson;2012;0;0;5;1
3086;expert;VirgoData;2018;0;0;5;1
3087;expert;MHA;2018;0;0;5;1
